jml_lantai,harga,ruangan,luas (m2)
1,707200,3,83.2
1,599444,3,56.6
2,473831.4,3,67.02
1,470000,1,34.85
3,329000,1,23.75
6,669000,3,59.62
1,899000,5,147.49
0,599000,3,60
0,1138000,4,97
4,486360,1,34.74
1,679000,2,50
1,634671,3,65.43
3,557260,4,74.8
4,581700,3,55.4
1,522000,4,122
4,823011.56,3,83.98
0,462680.1,3,64.53
4,655000,3,68
2,555000,2,36
0,362151,2,47
1,849000,5,107
3,475080,3,61.08
3,1456520,3,112.04
1,450000,5,105
2,298000,2,37.29
0,456234.75,3,65.41
1,479000,3,62
3,305000,2,32
4,370851,2,33.41
0,599000,3,61
2,325000,2,35
5,481950,2,45.9
2,425000,3,45.61
4,294000,1,28.75
6,799000,2,53.25
3,647000,3,54.19
2,500000,2,45.9
1,679000,2,39.27
2,639600,4,78
0,541000,4,76
3,429000,2,46
0,400905,2,53.11
4,564500,2,63.5
2,597586,1,25.3
1,489040,3,61.13
0,376615,3,49.55
8,686145,2,46.05
1,1850000,3,89.55
2,2959782.53,4,122.15
1,596558,3,72.31
3,364000,2,41
4,457443,3,72.61
3,529000,3,60.23
0,399000,1,32.21
0,1164744,4,184.88
7,549000,3,60.23
8,475127,3,57.9
0,1600000,6,160
2,722480,4,79.01
5,419000,2,39.4
1,403236,2,43.83
1,580059.6,1,28.83
0,632000,3,52.8
0,829918,4,99.32
1,505784,4,74.38
4,287000,2,31.08
1,429000,2,46.7
2,609000,3,63
4,596775,3,54.75
1,629800,3,67
4,689000,5,86.5
1,569000,2,52
0,395300,2,29.5
1,527138,2,49.73
1,656612,4,87.49
0,649456,3,66.01
1,978692,4,82.59
6,530000,2,44
4,1199000,3,75
0,304560,2,42.3
4,384048,2,33.6
2,530946,3,68.07
3,475732.1,3,72.19
0,569000,3,51
6,940200,3,110.89
1,382000,2,47.83
2,718900,2,55.3
8,1280000,4,83
5,472500,2,45
0,590000,4,91
0,393000,3,55.12
0,1175448,4,87.72
0,1010000,3,70
1,428978,2,57.97
6,994000,4,104
2,420000,3,59.6
2,6245370,5,231.31
1,375340,3,57.02
1,476770,2,48.65
5,515964,3,67.89
3,454796,3,72.19
1,329000,2,35.5
3,539000,1,36
7,2287000,4,138
1,490000,3,56.26
4,425000,3,48.01
0,405455,2,48.85
1,850090,5,126.69
1,374900,3,57
2,589000,2,52.56
2,555067,2,53.89
4,439360,3,68.65
0,308313.6,2,45.88
2,456234.75,3,65.41
1,518000,3,58.3
4,583700,4,76
3,333640,2,43.9
3,499000,3,57.86
1,699999,3,72.15
0,759000,4,84.17
4,345000,1,33
1,1174982.49,6,117.51
8,989000,3,68
4,372911.7,2,52.01
0,740200,4,93.7
1,439600,3,64.31
2,465972,2,53.56
1,479999,3,53.02
4,339000,1,32.55
2,308000,1,26
2,661941,4,83.79
0,293700,1,26.7
5,1082760,4,90.23
3,319000,2,32.96
2,965000,2,56.43
1,515000,1,34
1,549000,3,64.9
5,349999.99,2,28.04
3,835935,5,120
6,645320,2,49.64
1,378208,2,35.68
4,425395,1,28.55
4,713534.4,4,95.52
1,344000,2,37.56
4,776244,4,92.41
0,369460,1,25.48
1,415129,3,58.06
0,494880,3,61.86
3,709080,4,74.64
6,468464,3,61.64
6,1239000,2,50.57
1,556250,3,62.5
4,1999000,5,134.99
0,629900,3,53.34
1,555520,2,43.4
0,439000,1,36.69
2,473081,1,35.57
3,585825,3,54.75
8,502000,2,39.8
3,622623.2,1,26.36
1,424780,3,63.4
4,408348,3,71.64
0,625650,4,74.38
5,325000,1,27.29
1,769000,3,65
8,679445,3,59.6
2,549000,3,55
3,392480,2,35.68
0,561000,4,108
4,1029112,2,47.6
4,649000,2,49.79
4,547900,4,78.06
3,532000,1,35
0,442700,3,58.25
8,729669,3,67.9
2,450977,3,67.31
2,1299000,4,93
1,1174982.49,6,117.51
2,577000,3,62
3,539000,1,36
0,386568,2,49.56
0,724780,4,62
7,1890000,5,148
1,610000,2,49
3,483507,2,51.99
1,357099,2,35.04
0,620000,2,49.5
5,389000,1,30
0,2463720,4,117.32
1,477711,2,54
9,486000,2,45
1,586867,1,46.21
1,389000,2,45.32
3,429000,1,29
1,581461,3,70.66
1,379800,3,56.44
2,293000,2,35
4,494000,2,42.6
2,455324,2,51.16
3,480480,2,60.06
5,900000,1,32
7,417000,2,30
0,327625,2,45.44
2,437000,3,52.02
2,389000,3,46
1,528326.4,3,78.62
0,589352,3,59.98
3,739670,3,77.86
1,450000,4,80.49
4,372154,2,50.98
3,435116,2,48.4
4,299000,2,32
5,460010,3,58.6
5,341120,2,42.64
1,315000,2,41.5
2,486204,2,52.28
1,710000,5,138
3,275370.8,2,38.14
3,459225,3,58.5
1,1106469,6,125.45
3,647000,3,67
5,363400,1,29.07
0,821105,3,84.65
0,419000,1,32.95
2,2507223,4,105.79
0,452160,2,62.8
1,290000,2,39.02
5,809000,4,73.5
1,386471,2,42.19
0,450016,2,45.92
0,378820,3,58.28
2,537084,2,49.73
6,1028000,3,82.24
1,687608,3,68.08
3,877240,3,62.66
1,385950,2,49.8
1,410308,3,61.24
5,925000,3,101.93
0,630000,3,61.14
3,540000,2,42
7,2272000,5,120.99
2,584000,2,42.55
2,577200,2,48.1
0,860000,5,110
6,2200000,4,157.67
1,354042,2,34.71
5,486500,1,35
1,402864,2,33.6
4,459225,3,58.5
5,495824,3,65.24
5,921700,2,70.9
4,393285,2,50.1
5,1054000,3,84.32
3,297000,4,50.85
0,864500,3,65
1,279202,1,36.26
3,379911,2,33.83
1,705000,4,112.01
2,566034,3,65.43
4,529000,3,60.22
0,341400,1,29.01
2,324300.9,2,45.87
4,469568,2,71.43
1,379000,3,56.22
4,629000,2,49.79
5,530556,3,68.02
2,479230,3,56.38
5,1842225,4,127.05
2,315000,2,35.32
3,369000,2,44
4,346847,3,48.51
3,437286,2,47.02
2,448290,3,58.6
2,372857,1,34.46
0,533566,4,67.54
0,629900,3,53.34
2,581112,2,46.12
5,416031,3,54.03
1,369270,2,41.03
0,428561.1,3,65.23
3,356730,1,25.3
2,410000,2,38.41
4,321553.1,2,43.63
0,466088,3,56.84
1,599625,2,47.97
1,430886.4,3,62.72
1,679000,2,50
0,400980.5,2,53.11
0,369344,2,37.12
4,469999,3,49.02
2,385344,2,35.68
6,488900,2,37
4,480000,2,43
0,293000,1,25.02
0,1072237,3,80.68
1,809435,4,84.35
0,467222,3,58.04
1,629000,3,63
7,587496,3,64.56
1,224727,1,17.3
0,477654,3,66.35
2,280600,3,39.62
2,722480,4,79.01
6,419000,2,44.26
8,769365,2,56.99
3,445000,2,32.84
1,707200,3,83.2
1,408672,2,37.84
4,299900,2,32
1,429520,1,33.04
1,475000,3,87.44
2,2921800,5,146.09
6,568680,1,40.62
5,539000,3,60.23
1,410000,3,61.03
2,479000,2,35
5,432000,2,32
0,556453,3,63.65
1,332180,2,39.08
2,460920.6,3,65.94
3,409262,1,40.17
2,929814,4,99.98
1,381120,2,39.7
3,1144954.2,2,45.8
0,377000,3,46
6,555570,4,72.93
0,372989,3,55
2,344662.5,2,48.75
3,556126.2,3,78.66
7,792731.02,3,61.9
1,402577,2,33.83
2,361806,3,51.32
5,1388927,4,99.28
1,495900,4,66.12
3,435800.5,3,68.63
4,476684,2,53.56
3,949000,4,84.09
3,417619.8,3,59.49
0,738454,3,61.29
6,639200,4,75.2
7,905632,4,99.52
2,419000,3,46
5,539000,2,55
1,766472,4,79.07
2,428900,1,31.03
6,509000,3,55.2
1,476649,2,50.2
2,426957.3,3,60.39
1,462693,3,60.09
1,338310,1,25.06
3,356730,1,25.3
3,165000,1,20.3
1,899000,4,100.47
5,405000,2,47.28
3,360000,2,40.5
4,890000,3,66
1,399252,2,41.16
1,531484,2,50.14
5,467020,3,61.45
3,413947,2,42.19
2,619500,3,59.26
2,479146,3,67.92
0,790000,3,59
7,712166,4,82.81
1,609077,2,49.04
2,491720,3,72.43
1,329000,2,35.5
0,553000,4,76
3,379749.2,1,34.46
2,770000,2,55
4,629000,2,49.78
0,384767,2,38.67
4,573000,3,68.4
0,456234.75,3,65.41
1,967040,3,75.55
2,253800,1,34.6
1,659000,4,70.4
7,720594,4,83.79
1,619000,3,63
0,456234.75,3,65.41
2,776594,3,70.28
2,500616,3,73.62
6,448525,3,58.25
1,219343.6,1,30.38
0,850000,4,90
1,454000,3,49.3
0,374100,3,55.12
7,451392,2,47.02
5,629300,4,75.84
10,1049000,3,66.41
1,1220500,5,103
2,467425,2,58.99
0,912000,3,79.74
1,702254,3,68.18
4,429155.1,3,58.23
3,463818,3,67.22
2,604608,4,64.32
3,395837,2,42.18
3,454653.1,3,65.23
5,618300,2,45.8
2,565000,2,45
3,957942,4,112.04
3,348878.25,2,39.09
1,415305,2,41.95
2,759000,4,84.79
1,297089,2,37.05
2,481536,2,50.16
2,449000,2,46.5
4,350812,2,47.6
5,492000,3,56.04
1,858000,4,125.62
0,497777,2,50
2,407560,4,60.36
5,649000,3,58.13
4,504300,2,45
2,777843,4,78.57
1,947000,3,79.6
0,375000,2,35.95
8,502763,2,36.7
4,799146,5,98.66
1,506220,1,38.94
10,2000000,4,107
3,399000,2,42.18
1,380544,2,29.73
6,580000,3,50.28
1,399132,3,61.41
1,738545,3,61.29
4,655756,3,67.7
5,295336,1,25.46
4,438774,2,47.18
2,849802,4,80.17
3,230000,2,30.5
3,490000,3,52
2,401863,3,52.19
4,1990000,5,134
1,402449,1,27.01
5,677790,4,88.6
4,468000,3,60
0,394700,2,33
4,637270,3,66.67
0,337735,2,49.74
7,1103625,3,81.75
3,299000,2,40
1,1000000,3,62
0,331704,1,43.46
1,789000,2,58.56
0,469000,2,39.48
0,449000,2,40
0,769940,2,56.2
2,278308,1,33.94
0,369999,3,52.02
1,1007000,5,126.69
1,620000,2,38.6
0,440440,2,50.05
4,287000,2,30
0,639000,3,61
1,297187,2,37.21
7,2182000,4,150.64
4,674360.27,3,66.19
7,451392,2,47.02
1,551840,1,34.49
2,224727,1,17.3
1,457526.1,3,53.89
3,491036,3,53.96
0,997700,5,105.03
0,649000,3,66
4,498726.4,3,66.32
1,598353.18,3,59.71
5,640000,3,50
1,530000,3,49
5,392500,2,50
5,549585,5,40.71
1,456000,3,57.8
4,418943.1,2,58.43
3,482000,2,54
7,670005,2,49.63
4,391524,2,49.56
1,574991,3,71.33
4,1986232.25,3,78.75
6,2525000,5,127.65
4,471238.9,3,72.61
3,665040,4,97.8
1,404500,2,47.67
1,330040,3,45.48
5,416031,3,54.03
1,970934,4,104.38
5,953000,4,99
0,345500,1,37
6,419106,1,30.37
1,570102,4,73.09
0,689000,5,107
0,464999,2,50
1,569000,3,57
1,335274,2,32.87
9,502350,1,33.49
2,2199000,4,98
5,922358,3,84.62
3,1315000,6,151.93
1,439000,2,43.31
0,363542,2,38.47
3,880000,4,96.85
3,434520,2,48.28
4,1227830,3,61.7
5,383104,3,51.7
6,808000,4,73.52
0,591000,4,91
7,686516,2,45.8
1,456000,3,57.8
4,538000,4,59.03
1,559674,3,73.16
7,795000,4,70.79
1,304000,2,48
1,410000,2,50.34
9,488850,1,32.59
4,328923.1,2,44.63
2,396018,2,40.41
0,799999,4,69
3,650000,3,62
4,361872,1,25.13
4,889573,3,91.36
1,292221,1,36.99
7,604000,2,44.07
2,408336,3,43.44
10,497400,1,33.16
0,929000,4,90.93
2,540872,1,32.98
3,409000,2,45.32
2,389000,2,29
9,1509090.48,4,117.36
1,428900,1,31.03
2,700000,4,80
2,1020000,2,52.8
1,408112,2,44.36
1,418408,3,60.06
2,581112,2,46.12
3,527271,3,64.15
0,1351840,3,84.49
1,297000,2,32
1,378000,2,36
4,462000,2,31.2
0,293700,1,26.7
4,361800,1,29.45
4,992000,3,94.53
3,509175,2,67.89
4,579000,2,38
0,239000,1,25.84
2,450374,3,67.22
3,394320,2,49.6
1,529202,3,57.99
0,258816,1,26.96
0,434790,2,48.18
4,267456,1,27.86
5,925000,3,101.93
0,292063,1,36.97
1,402747.3,3,59.49
7,716309,2,53.06
2,1759615,4,117.7
1,489520,3,61.19
6,461329,2,49.34
1,455000,3,53
0,489600,3,61.2
3,390000,2,31.5
3,469000,2,36.5
1,911648,5,109.72
0,207480,1,21.84
1,386471,2,42.19
3,652058,3,60.94
4,935000,3,74.8
1,1099000,4,84.67
2,209000,1,23
2,696081.4,1,29.47
2,640000,2,41
7,2279000,5,150
8,394545,1,27.21
1,399876,3,56
1,458712,4,63.71
2,1003557,3,81.59
2,419000,2,39.7
0,373400,3,52.04
1,877341,3,80.49
2,456234.75,3,65.41
1,479000,3,65
2,973053,3,79.11
3,412755,2,39.31
4,410000,1,33.61
1,376992,2,48.96
3,474000,3,52.27
0,400905,2,53.1
3,495824,3,65.24
1,389000,2,44.26
2,2063556,4,106.92
1,600000,3,61
0,649000,3,62
10,548793,2,40.3
0,540000,4,71
3,435116,2,48.4
2,730000,3,108
0,541000,4,76
4,354500,2,36.2
1,878000,4,125.46
1,429000,2,38.36
2,1033802,3,74.46
4,490000,1,41
5,539000,3,57.78
1,298800,3,65
4,399000,2,45.49
0,293700,1,26.7
1,499000,2,35
1,729000,5,120
0,540000,4,75
1,331803,2,43
4,330000,2,33
2,449036,3,56.84
2,456234.75,3,65.41
1,470988,3,48.06
2,434056,2,47.18
1,599000,3,61.73
0,470986.2,3,67.38
1,355000,3,55
1,718350,4,86
3,393285,2,50.1
7,2180000,4,138.82
2,541512,2,50.14
1,2130000,6,115
10,1464000,4,109
5,673803.99,3,67.7
1,438500,2,51.17
2,520000,3,77.51
3,658000,3,63.2
0,613000,3,65
2,530946,3,68.07
3,6400000,8,441
1,299000,2,37.91
0,459000,3,48.33
3,429000,2,34.73
0,239000,1,25.84
3,326521.8,2,45.54
1,732654,4,72.54
3,504000,2,42.54
6,1194000,4,108
7,431375,1,29.75
8,431375,1,29.75
0,639000,3,61.02
2,595000,3,55.63
0,405455,2,48.85
2,355590,2,43.9
4,387380,1,27.67
1,399000,2,46
1,402577,2,33.83
5,357000,2,38.97
3,384990,2,44.1
3,649000,2,47
2,1187695,3,81.91
2,480000,2,34
0,2800000,10,260
1,789000,4,130
1,390000,1,36.02
4,820695.2,2,37.96
0,622000,3,70.25
2,399000,2,45.32
1,325000,2,45
4,830655.63,3,84.76
3,393285,2,50.1
8,689600,3,64
1,330048,3,45.48
4,358974,3,48.51
2,483285,1,29.29
1,855000,5,147.49
7,2286000,4,138.92
0,660000,3,60.47
1,588867,3,71.56
7,604170,2,44.1
5,530000,3,48.5
4,581700,3,55.4
4,637806,3,62.53
0,589000,3,60
1,1073044,3,80
0,394700,2,33
8,462000,2,33
2,548760,3,64.56
0,303154,1,36.97
3,456749,3,55.03
3,647000,3,54.19
4,430000,2,42.5
1,563925,3,54.75
1,419809.5,2,38.55
1,456234.75,3,65.41
3,445763.5,3,63.05
3,611916,4,70.44
0,769000,2,46.19
3,330000,2,38
2,524000,1,32
0,387874.8,3,59.49
1,443744,2,45.28
0,899470,3,81.77
6,515964,3,67.89
0,791000,5,107
2,849000,4,86
0,432000,4,61
2,348763.1,2,49.33
1,266532.8,2,38.24
1,1007185,4,126.69
0,456234.75,3,65.41
3,732000,2,58
0,219628.8,1,29.76
3,705536,3,67.84
1,448290,3,58.6
3,423555,2,56.1
4,355000,1,34
1,975000,5,147.49
0,591000,4,91
2,408700,4,59.89
2,675876.65,4,79.85
3,379749,2,34.46
3,475732,3,72.19
3,429000,1,29
4,474711,3,60.09
3,439000,3,65.08
4,580000,3,57
2,388322,2,37.16
1,517374,4,66.33
2,498684,2,57.32
3,479000,2,40.86
3,484490,2,31.46
2,373120,3,55.33
4,563328,2,39.12
0,475545,3,45.29
0,399000,2,41.3
1,488395,3,51.41
6,869123,4,90
10,820000,2,51.61
2,569000,3,51
1,470180.16,3,60.58
1,572676,4,73.42
2,290000,1,29.5
4,471177.2,3,65.26
7,435000,3,51.15
2,339150,1,19.38
2,456696,4,63.43
2,428584,1,25.36
4,461632,3,72.13
4,458305,3,64.55
0,490640,3,61.33
3,366000,2,40.51
2,489900,1,35.7
1,465411,3,59.09
2,341848,2,32.87
2,387220,2,40.76
1,567878,1,48.33
0,859470,3,81.8
2,575000,2,45
1,754000,3,70.47
0,405455,2,48.85
5,463540,1,33.11
1,650000,5,137
2,334802,2,41.08
8,399000,2,33
4,235000,1,31
0,320745.6,2,47.73
2,485416,3,64.55
0,599000,2,44.25
1,679000,3,67
1,909000,4,91.52
4,524000,3,46.05
2,459382,1,34.54
0,517400,3,79.6
3,915768,4,109.02
1,450374,3,67.22
7,828020,4,108.95
2,557859,3,60.15
4,561568,2,50.14
5,475000,2,47
3,462105,3,56.7
1,399123,3,56.55
2,581112,2,46.12
10,445350,1,29.69
7,452255,1,31.19
2,1050000,2,53.87
1,631800,4,78
1,533647,2,43
1,369432,3,51.31
2,396900,2,37.8
1,399876,3,56.21
7,2180000,5,150
0,473526,3,59.94
1,442000,3,58
1,383265,2,50.1
3,445000,3,50
1,844000,3,78.89
0,216315,1,22.77
1,749445,4,88.17
4,685475,1,39.17
1,515000,1,34
0,419000,2,47.09
1,525000,3,47
4,430000,2,34.8
4,707361.63,4,79.61
0,494730,4,71.7
1,538500,2,46.58
2,436000,2,39.9
4,1156756,3,126.81
6,519000,3,55
1,639000,3,64.89
1,466704,3,69.45
3,1499000,4,81
1,655000,3,69
0,448000,1,51
6,824000,6,118.07
4,755000,2,34
0,630000,3,61.14
1,720552,4,85.78
0,414000,3,46
2,360984,2,34.71
0,225816.9,1,32.87
0,360528,3,48.72
2,619000,3,69
2,330756,2,41
2,645500,2,41.6
4,528684,3,67.78
1,1030000,3,76.6
0,458955,3,49.35
0,499440,3,62.43
3,530966.8,1,26.39
5,530000,3,48
1,525000,2,45
1,678816,3,70.71
3,474000,3,52.27
1,572676,4,73.42
3,273812,2,35.56
1,779000,3,63.8
1,297673,2,37.02
3,224727,1,17.3
7,455000,2,37.21
0,588000,4,73.9
5,1446286,4,103.38
1,335000,2,31.55
1,383265,2,50.1
5,935000,3,74.8
5,380000,2,36
4,436194,2,44.06
1,707200,3,83.2
2,299000,1,31.48
1,377500,3,57.14
1,418950,2,44.1
0,382958,2,52.46
2,399245,3,51.85
5,387380,1,27.67
2,390975,3,52.13
5,665000,4,81
5,548000,4,78.1
2,540096,3,56.26
2,1050000,2,53.7
1,600000,4,97
1,530000,3,77.75
0,338000,2,47
0,630000,3,61.14
1,297540,2,37.23
5,579390,3,65.1
1,532086.9,3,60.15
1,325000,1,32
4,425000,2,32
1,306378,2,31.93
3,741720,3,61.81
3,437286,2,47.02
4,895000,3,79.07
1,382882.5,2,50.05
9,1509000,4,118
3,384800,2,26
0,660000,3,75
0,484846,2,55.43
3,435116,2,48.4
0,362610,2,47.4
2,285067,1,32.03
4,805000,2,37
0,383000,2,34.78
0,212100,1,20.2
4,581700,3,55.4
1,633000,3,62.6
4,629000,2,50
4,799890,3,61.52
1,275000,2,37.01
1,457526.1,3,53.89
1,358550,3,50.5
1,337278.3,2,48.39
3,459792,2,32.96
2,312500,2,36.98
0,864500,3,65
2,424935,2,40.47
0,445680,2,55.71
1,729000,4,88
5,393285,2,50.1
5,678708,4,88.72
4,865000,3,65.5
1,328695,2,38.67
9,609300,1,40.62
4,236000,1,32.5
0,335000,2,37
1,1200000,5,120
5,811539.3,4,73.3
6,299000,2,38
1,650000,4,137
3,335775,2,36.3
2,362600,2,34.74
2,1297000,3,63.29
3,647000,3,54.4
2,594080,4,75.2
3,580176,2,53.72
3,313120,2,41.2
0,425000,3,51
2,474750.5,3,67.15
3,326987.5,2,46.25
2,368011,1,27.67
9,1500000,4,118
5,664000,4,81
1,651671,4,82.49
1,625842,4,83.39
1,692784,3,67.92
0,257790,2,33.05
1,586867,2,47
2,299900,1,35.8
1,398565,2,46.89
3,647000,3,67
0,569000,3,51
4,277423.2,2,38.16
1,526922,3,61.27
2,299900,2,31.28
0,470000,3,53
1,949000,5,134
1,434418,2,42.59
0,309889,2,43.1
1,630000,4,66.77
1,699000,4,72.31
3,714000,3,68
3,737708,4,85.78
1,498684,2,57.32
0,374500,3,57.12
6,443492,2,47.18
3,435800.5,3,68.63
2,439000,2,44.1
9,528750,1,35.25
4,695457,4,83.79
1,795000,5,97.56
2,531000,4,76.17
2,1040000,2,53.23
1,389000,1,41.11
3,438774,2,47.18
0,400905,2,53.1
3,475000,2,33.93
2,393805.9,2,35.51
1,408765,4,61.23
2,393000,2,43.36
0,375000,2,41.3
1,649900,2,46
2,569000,3,50.71
4,394320,2,49.6
4,326521.8,2,45.54
0,495824,3,65.24
5,712215,4,83.79
5,383460,1,27.39
8,654240,4,75.2
1,455000,3,53
2,346500,2,56.42
0,542000,4,76
6,790000,4,66.54
1,439000,3,48.3
2,581112,2,46.12
4,1021875,3,81.75
1,875336,5,156.31
1,1007185,5,126.69
2,610000.36,5,78.89
2,630985,3,65.05
0,417000,2,34.78
1,749000,4,88.73
4,702150,1,75
5,390400,2,48.8
1,420000,3,48.11
3,296000,1,26.01
1,1681000,6,134.48
1,1000000,3,62
9,530478,3,68.01
0,444480,2,55.56
2,479900,1,33
1,547000,3,55
2,369000,2,28.29
8,475890,1,32.82
1,661000,2,48.5
4,437286,2,47.02
4,327375.4,2,44.42
1,376876,3,57.14
1,235500,1,31.5
3,1315000,6,151.93
7,760684,4,100.09
3,474000,3,52.27
0,800000,4,80.62
0,489200,3,61.15
1,399800,3,56.33
1,824000,6,118.16
3,580176,2,53.72
3,431900,3,48.05
0,377000,2,41
7,646720,4,75.2
1,473526,3,59.94
3,665040,4,97.8
1,454410,3,56.1
6,420000,1,31
10,1999000,4,112
6,3334499,5,148.2
1,876150,6,159.3
3,642000,2,45
0,275891,2,35.83
2,397000,2,47
2,685000,4,72.14
9,415050,1,27.67
5,959000,3,68.56
1,469605,2,44.15
1,428356.5,4,59.91
4,364250,1,29.14
9,5653500,6,226.14
1,338465,2,48.7
4,718707,4,82.61
1,588589.1,2,49.09
1,314987,2,38.77
1,504000,2,45
4,889014.4,2,41.12
1,1174982,4,117.5
1,599093,3,55.99
1,523215,2,52.85
2,904866,5,109.02
7,897152,2,55.04
0,348000,2,43
1,320000,3,55
5,642000,3,67
1,312833.4,2,45.87
0,497694,4,65.35
5,489000,2,61.5
5,550000,3,61
0,940000,5,102.92
1,355000,3,55
2,498000,4,78.86
3,647000,3,54.19
7,897152,2,55
5,369000,2,35.43
1,408672,2,37.84
2,276742.6,2,38.33
1,517500,2,34.5
1,312430,2,37.07
3,599000,2,40.5
3,484490,2,31.46
2,439082,3,55.58
5,516800,3,68
1,339000,2,46
1,569000,4,73.13
7,519000,3,45.5
1,997000,5,105
2,702556,4,74.74
4,596811.47,3,71.59
1,439110,3,73.8
4,920000,3,73.26
1,886179.8,1,33.29
3,539000,1,36
1,476862,3,53.58
5,703885,4,82.81
2,312524.5,2,36.13
0,510103,3,64.57
1,707130,2,52.38
1,455000,2,53.49
1,1207500,5,102.31
5,523260,3,68.85
8,418000,2,45.5
0,821105,3,84.65
1,679000,2,37.05
6,463540,1,33.11
1,599000,2,46
1,355000,3,55
3,508853.5,3,60.65
0,770000,2,50
2,499999,2,42.4
6,994303,4,104
0,486005,3,57.82
6,790000,4,64.54
3,295000,2,30.83
3,893346,3,77.46
1,439110,3,73.8
1,450000,2,27.56
0,410484,3,51.96
2,407850,4,60.02
3,299000,1,23
5,460010,3,58.6
1,899000,4,77.98
0,434790,2,48.31
2,391391,3,54.74
2,326987.5,2,46.25
1,636495,4,58.96
1,567820,3,63.8
5,3334499,5,148.2
6,413412,2,43.98
8,407368,2,39.17
0,510103,3,64.57
0,381000,2,47.68
2,480244,2,53.96
4,393285,2,50.1
2,569000,3,51
1,476862,3,53.58
2,864880,4,91.04
2,895000,3,65
4,495824,3,65.24
8,466563,1,30.7
3,2050000,5,115.24
1,368949.6,2,41.04
2,759000,5,84.79
4,535568,3,59.84
5,419000,2,45.32
6,1105892,3,66.6
4,386641.2,1,34.46
2,635389.6,1,31.58
4,629000,2,49.79
1,725000,2,61.15
2,581112,2,47
2,795000,3,52
1,563925,3,54.75
0,420480,3,57.6
2,1074332,4,88.06
0,330000,2,35.27
3,375000,2,45.76
3,419520,2,48.18
4,674360.27,3,66.19
0,1085370,4,89.7
2,702185,4,82.61
2,310194.8,1,31.72
4,830000,3,85
1,448290,3,58.6
0,396216,3,55.03
1,465970.99,3,57.9
1,692000,2,57.74
4,1156756,3,126.81
1,785000,3,63
2,373144.9,2,33.83
1,430000,1,36
2,2367000,5,115.5
6,960000,3,70.53
4,277200,2,42
10,1999000,4,112
2,584000,2,42.5
2,999000,4,118.09
1,410000,2,50.34
3,456846.8,3,62.84
0,629000,2,40.47
1,329475,1,34.5
0,689000,5,107
3,350697,1,25.23
2,335000,1,31
1,327625,2,45.44
2,231500,1,30.9
1,507000,1,39.6
3,368011,1,27.67
1,529698,3,67.91
5,293000,1,25.03
1,442700,3,58.25
1,1450000,3,75
2,315000,1,25.6
3,460000,2,32
3,224727,1,17.3
1,634671,3,65.43
2,630000,2,45
0,1138000,4,97
1,615000,2,40
5,811539,4,72.3
2,400000,1,25
10,530000,2,32.18
1,505000,3,52.64
0,494813,4,68.25
0,319500,2,45
7,5633750,5,225.35
0,541000,4,76
2,473526,3,59.94
5,415000,2,47.3
4,354000,2,37
1,448290,3,58.6
4,463818,3,67.22
0,379000,1,35.43
1,546814,2,54.14
1,439000,3,55.58
2,471000,2,62.8
1,730000,4,66.5
1,977523,4,105.11
3,350697,1,25.23
4,450999,3,65
2,797000,3,57
1,410000,2,50.34
5,568680,1,40.62
3,514000,3,45.83
4,418532.4,3,59.62
1,634671,3,65.43
10,402000,1,28
5,678340,2,52.18
2,569000,3,51
4,460000,2,35.5
10,1371000,4,115
1,538014,3,56.43
4,450000,2,49.63
2,314000,2,36.8
2,799999,4,92
5,1222446,4,87.38
4,272000,2,36.02
3,890000,4,77.94
1,396000,3,55
2,499000,2,41
0,1499990,6,193.59
2,397950,2,37.8
1,381120,2,39.7
3,506363,3,64
6,570570,4,73.15
3,537000,2,42.8
1,376900,3,57.07
3,590938.74,3,71.75
5,871200,3,72.6
2,919000,4,125.46
2,432584,2,47.02
3,378686,2,34.71
0,265000,2,38
1,634671,3,65.43
0,349895,3,53.83
2,395675,1,29.75
0,337735,3,49.74
4,708000,3,65.25
5,572000,4,73.35
0,497193,4,62.54
2,4350000,6,259.21
3,479000,3,55.2
4,618625,1,35.35
0,1006050,4,105.9
0,1263790,4,114.8
2,569000,3,50.71
1,754440,3,62.87
5,435000,2,30
7,905632,4,99.52
5,741720,3,61.81
3,1499000,3,81
3,423410,1,32.57
1,605000,4,89.13
2,590414,4,62.81
3,710446,4,82.61
0,335000,2,35.41
4,524000,3,46.1
0,659484,2,52.34
4,629000,2,49.79
0,707200,4,83.2
1,440736.59,3,67.44
4,945360,5,121.2
2,610000,5,81
1,473564,2,52.04
5,989175,5,82.5
1,621460,3,67.55
1,469278.5,3,64.55
1,519000,2,48
1,765000,4,80
1,479000,3,65
5,747000,4,95
1,864000,5,108
3,390240,2,40.65
3,2700000,5,181.13
2,652000,4,76.27
1,603450,2,40
0,690000,5,107
0,498880,3,62.36
1,599000,3,57.5
5,721638,4,75.2
0,293700,1,26.5
3,682000,2,46.4
0,369460,1,25.48
4,399616,2,35.68
7,385560,2,47.6
1,315000,2,41.5
4,398500,1,32
5,673803.99,4,67.7
2,408696.3,3,59.49
1,393550,2,46.33
1,999360,2,55.52
2,498417,2,48.39
4,284207,2,36.91
8,1096160,3,84.32
1,306360,2,41.4
1,518233.42,3,75.3
2,546657,4,77.54
0,1499999,6,193.59
4,276912.9,2,37.07
1,855000,4,107
1,1074000,4,120
4,456265.2,3,62.76
4,570414,4,73.13
1,730000,4,82.87
1,325500,1,18.6
